card1,count,mean
8175,23,0.0
16708,23,0.0
13771,23,0.0
8037,23,0.0
4971,23,0.0
1557,23,0.0
16584,23,0.043478260869565216
18015,23,0.08695652173913043
13893,23,0.0
18013,23,0.0
5102,23,0.0
15062,23,0.0
1477,23,0.0
12357,23,0.0
9436,23,0.0
3546,23,0.0
3690,23,0.0
3929,23,0.0
13123,23,0.0
3880,23,0.0
12944,23,0.0
3819,23,0.0
10145,23,0.08695652173913043
3327,22,0.09090909090909091
15517,22,0.0
5247,22,0.0
6931,22,0.0
4701,22,0.0
11443,22,0.0
8321,22,0.0
14208,22,0.0
8423,22,0.0
12929,22,0.0
5620,22,0.0
10360,22,0.045454545454545456
9913,22,0.045454545454545456
8533,22,0.0
16004,22,0.09090909090909091
17555,22,0.0
18109,22,0.0
1809,22,0.0
8540,22,0.0
18093,22,0.045454545454545456
18335,22,0.045454545454545456
14495,22,0.0
6722,22,0.0
16932,22,0.0
15512,22,0.0
15989,22,0.0
17714,22,0.18181818181818182
13932,22,0.0
16519,22,0.0
10834,22,0.045454545454545456
4385,22,0.0
1663,22,0.0
3998,22,0.0
16583,22,0.0
13825,22,0.0
13840,22,0.0
10944,22,0.0
5032,22,0.0
10405,22,0.0
9521,22,0.0
12075,22,0.0
9039,22,0.0
5149,22,0.0
14004,22,0.18181818181818182
7559,22,0.0
14043,22,0.0
9781,22,0.0
15496,22,0.0
14058,22,0.0
4755,22,0.0
18279,22,0.0
5329,22,0.0
1142,22,0.0
8906,22,0.0
13169,22,0.0
17118,22,0.0
14868,22,0.0
12906,22,0.0
14887,22,0.0
13443,22,0.0
6490,22,0.0
6147,22,0.0
1047,22,0.18181818181818182
14645,22,0.0
6303,22,0.0
4538,22,0.0
17035,22,0.0
6423,22,0.0
11720,22,0.0
6412,22,0.0
10697,21,0.0
9645,21,0.0
4334,21,0.0
6211,21,0.047619047619047616
6354,21,0.047619047619047616
14230,21,0.0
7756,21,0.0
3009,21,0.0
14189,21,0.0
1692,21,0.0
11066,21,0.0
6357,21,0.5714285714285714
3762,21,0.09523809523809523
15715,21,0.0
4457,21,0.0
3683,21,0.0
1474,21,0.0
2731,21,0.0
3121,21,0.19047619047619047
4458,21,0.0
13162,21,0.0
2480,21,0.0
7605,21,0.0
4294,21,0.0
13345,21,0.0
18166,21,0.0
15480,21,0.0
7556,21,0.0
12275,21,0.0
14009,21,0.0
18124,21,0.0
5237,21,0.0
17644,21,0.2857142857142857
15968,21,0.0
17416,21,0.0
9069,21,0.14285714285714285
17583,21,0.047619047619047616
9605,21,0.0
17949,21,0.0
4763,21,0.0
15756,21,0.0
7689,21,0.0
17942,21,0.3333333333333333
9448,21,0.047619047619047616
12508,21,0.0
16380,21,0.0
5474,21,0.0
15812,21,0.0
11565,21,0.0
8075,21,0.047619047619047616
16250,21,0.0
18118,21,0.0
10893,21,0.0
6485,21,0.0
5911,21,0.0
5186,21,0.0
5677,21,0.0
15640,21,0.0
2671,21,0.0
8118,21,0.0
18233,21,0.0
15314,21,0.0
16007,21,0.0
12779,21,0.0
14590,21,0.0
13627,21,0.0
3421,21,0.42857142857142855
12316,21,0.0
17333,21,0.047619047619047616
5081,21,0.0
12659,21,0.0
14317,21,0.0
16253,21,0.0
9447,21,0.0
11149,20,0.0
12654,20,0.0
9739,20,0.0
10795,20,0.0
10787,20,0.0
4859,20,0.0
15058,20,0.05
4852,20,0.0
8129,20,0.05
14876,20,0.0
1441,20,0.0
1662,20,0.0
4834,20,0.2
7841,20,0.0
13642,20,0.1
14848,20,0.0
1516,20,0.25
18020,20,0.0
11966,20,0.0
15971,20,0.0
1473,20,0.15
9715,20,0.0
8981,20,0.0
5002,20,0.0
3895,20,0.0
3184,20,0.0
5137,20,0.0
7704,20,0.0
15184,20,0.0
15834,20,0.0
15792,20,0.0
4357,20,0.0
8103,20,0.0
1588,20,0.0
16344,20,0.0
9954,20,0.0
15977,20,0.0
17625,20,0.0
4652,20,0.05
10321,20,0.0
17187,20,0.0
12640,20,0.0
14348,20,0.0
15165,20,0.0
17452,20,0.0
2251,20,0.0
6439,20,0.05
4199,20,0.05
16840,20,0.0
5950,20,0.05
5192,20,0.0
14695,20,0.0
15679,20,0.0
9310,20,0.0
11774,20,0.0
2567,20,0.0
17438,20,0.0
9357,20,0.0
15621,20,0.15
12087,20,0.0
6707,20,0.15
8590,20,0.0
5741,20,0.0
6753,20,0.0
1103,20,0.0
4610,20,0.1
14908,20,0.0
4648,20,0.0
11630,20,0.0
2572,20,0.0
3551,20,0.0
2194,20,0.0
10734,20,0.0
9100,20,0.0
11371,20,0.0
2259,20,0.0
8646,20,0.0
13567,20,0.0
17946,20,0.0
7546,20,0.0
9153,20,0.0
16165,20,0.0
5297,20,0.0
16167,20,0.0
16826,20,0.0
15016,20,0.0
1752,20,0.0
9818,20,0.0
12257,20,0.0
2532,20,0.0
13370,20,0.0
10706,20,0.0
4705,20,0.05
11799,20,0.0
1281,20,0.0
10737,20,0.0
11482,20,0.55
2941,20,0.0
18305,20,0.0
16809,20,0.0
1739,19,0.0
16426,19,0.0
4791,19,0.0
13461,19,0.0
8322,19,0.0
18086,19,0.0
18200,19,0.0
8340,19,0.05263157894736842
1790,19,0.0
4650,19,0.0
13491,19,0.0
3301,19,0.0
2332,19,0.15789473684210525
16457,19,0.0
16486,19,0.0
8751,19,0.05263157894736842
5101,19,0.05263157894736842
3926,19,0.0
17913,19,0.0
14591,19,0.0
11669,19,0.0
11666,19,0.10526315789473684
11652,19,0.0
14475,19,0.0
14456,19,0.0
11604,19,0.10526315789473684
12487,19,0.05263157894736842
5631,19,0.0
5618,19,0.0
11520,19,0.05263157894736842
17984,19,0.0
12128,19,0.0
15675,19,0.0
1124,19,0.0
5864,19,0.05263157894736842
11781,19,0.0
15604,19,0.05263157894736842
12026,19,0.0
14749,19,0.0
17969,19,0.0
2714,19,0.0
2631,19,0.0
3729,19,0.0
3732,19,0.0
14879,19,0.0
17072,19,0.10526315789473684
14785,19,0.0
15569,19,0.0
14827,19,0.0
11920,19,0.05263157894736842
2930,19,0.0
7070,19,0.0
7149,19,0.21052631578947367
7487,19,0.15789473684210525
4815,19,0.0
4836,19,0.0
15443,19,0.0
17347,19,0.0
7868,19,0.0
7865,19,0.05263157894736842
9442,19,0.0
7769,19,0.0
3675,19,0.0
15471,19,0.0
11175,19,0.0
7565,19,0.0
5245,19,0.10526315789473684
7507,19,0.05263157894736842
2487,19,0.0
12167,19,0.0
12226,19,0.0
5292,19,0.0
7423,19,0.0
3028,19,0.0
5345,19,0.0
17874,19,0.0
5360,19,0.0
7246,19,0.0
10083,19,0.0
14215,19,0.0
2057,19,0.05263157894736842
16127,19,0.0
1324,19,0.0
16779,19,0.0
13427,19,0.0
8060,19,0.0
8954,19,0.0
3518,19,0.0
9338,19,0.0
15268,19,0.0
4045,19,0.0
2245,19,0.0
4233,19,0.0
4470,19,0.0
3515,19,0.0
9440,19,0.0
9486,19,0.0
13422,19,0.0
8978,19,0.0
17532,19,0.05263157894736842
11312,18,0.0
12425,18,0.0
5576,18,0.0
4192,18,0.0
6419,18,0.0
16017,18,0.05555555555555555
2127,18,0.0
5341,18,0.1111111111111111
5123,18,0.16666666666666666
8825,18,0.0
10923,18,0.0
16002,18,0.0
2485,18,0.0
12023,18,0.7222222222222222
7941,18,0.0
6392,18,0.0
17282,18,0.0
15548,18,0.16666666666666666
1740,18,0.0
17566,18,0.0
3351,18,0.0
9665,18,0.0
6372,18,0.0
9468,18,0.0
4478,18,0.0
14662,18,0.0
12645,18,0.0
5556,18,0.0
1702,18,0.05555555555555555
7039,18,0.0
6571,18,0.0
12156,18,0.0
9966,18,0.0
5469,18,0.0
12060,18,0.0
13550,18,0.1111111111111111
8962,18,0.0
17232,18,0.0
3522,18,0.16666666666666666
17107,18,0.0
13240,18,0.0
7212,18,0.0
2914,18,0.0
16532,18,0.0
9369,18,0.0
16963,18,0.0
10775,18,0.0
12141,18,0.0
6358,18,0.0
1341,18,0.0
17252,18,0.0
10881,18,0.1111111111111111
9770,18,0.0
1416,18,0.0
17919,18,0.0
3441,18,0.0
4497,18,0.05555555555555555
13899,18,0.0
15940,18,0.0
6005,18,0.0
6804,18,0.0
7610,18,0.0
15563,18,0.05555555555555555
2678,18,0.0
15782,18,0.0
13072,18,0.0
8757,18,0.0
7628,18,0.2222222222222222
18037,18,0.0
12287,18,0.05555555555555555
15276,18,0.0
10007,18,0.0
15155,18,0.0
7670,18,0.05555555555555555
13585,18,0.0
12489,18,0.0
3478,18,0.0
9582,18,0.0
1219,18,0.0
16654,18,0.0
8785,18,0.05555555555555555
1793,18,0.0
9752,18,0.0
18092,18,0.0
9044,18,0.0
7730,18,0.0
12679,18,0.0
13915,18,0.0
10234,18,0.0
6267,18,0.0
17296,18,0.0
14042,18,0.0
6318,18,0.0
10252,18,0.0
9736,18,0.0
14039,18,0.0
6936,18,0.0
16317,18,0.0
1506,18,0.0
6910,18,0.0
2232,18,0.0
9999,18,0.0
4216,18,0.0
3756,18,0.0
3593,18,0.05555555555555555
10985,18,0.05555555555555555
10235,18,0.0
11541,18,0.0
4444,18,0.0
3798,18,0.05555555555555555
10979,18,0.0
4343,18,0.1111111111111111
5638,17,0.0
13006,17,0.0
4395,17,0.0
5511,17,0.0
9497,17,0.0
15671,17,0.0
10818,17,0.0
17517,17,0.0
9288,17,0.0
16510,17,0.0
10791,17,0.0
8913,17,0.0
3252,17,0.0
2877,17,0.47058823529411764
14320,17,0.0
13001,17,0.0
6984,17,0.0
4857,17,0.0
6942,17,0.0
7332,17,0.058823529411764705
2946,17,0.0
13858,17,0.058823529411764705
2184,17,0.0
13882,17,0.0
13252,17,0.0
7877,17,0.058823529411764705
13256,17,0.11764705882352941
7871,17,0.0
5212,17,0.0
11181,17,0.0
11178,17,0.058823529411764705
9740,17,0.0
7591,17,0.0
2412,17,0.0
3680,17,0.0
10102,17,0.0
9085,17,0.0
14015,17,0.6470588235294118
13261,17,0.0
9079,17,0.0
16305,17,0.0
3136,17,0.0
9056,17,0.47058823529411764
9046,17,0.0
13978,17,0.0
1888,17,0.0
13088,17,0.0
7143,17,0.0
15030,17,0.0
10846,17,0.0
17542,17,0.0
15855,17,0.0
13717,17,0.0
14269,17,0.0
1322,17,0.0
5435,17,0.0
8097,17,0.058823529411764705
10866,17,0.11764705882352941
7215,17,0.0
13743,17,0.0
15696,17,0.0
2519,17,0.0
4945,17,0.0
4238,17,0.0
8049,17,0.0
11360,17,0.0
4970,17,0.0
14963,17,0.0
13814,17,0.0
8986,17,0.29411764705882354
11302,17,0.0
17345,17,0.0
5660,17,0.0
12216,17,0.0
9297,17,0.0
4101,17,0.0
10578,17,0.058823529411764705
3962,17,0.0
1183,17,0.0
10122,17,0.0
14556,17,0.0
4738,17,0.0
17923,17,0.0
8410,17,0.0
4730,17,0.0
9615,17,0.0
4493,17,0.0
10661,17,0.058823529411764705
4724,17,0.0
6401,17,0.0
10542,17,0.17647058823529413
8586,17,0.0
10488,17,0.0
15261,17,0.0
9386,17,0.0
11800,17,0.0
5835,17,0.0
11716,17,0.9411764705882353
10053,17,0.0
15301,17,0.0
14906,17,0.17647058823529413
10667,17,0.0
11752,17,0.11764705882352941
1944,17,0.0
11983,17,0.0
13119,17,0.0
14650,17,0.0
10229,17,0.29411764705882354
3445,17,0.0
17957,17,0.0
6171,17,0.11764705882352941
1668,17,0.11764705882352941
4072,17,0.0
8810,17,0.0
11898,17,0.0
9940,17,0.0
3614,16,0.0
17677,16,0.0625
12729,16,0.0
18141,16,0.0
10871,16,0.0
3516,16,0.0625
4982,16,0.0
5338,16,0.0
17618,16,0.0
8573,16,0.1875
12784,16,0.0
12687,16,0.0
17266,16,0.0
1482,16,0.375
8991,16,0.0
3040,16,0.0
6104,16,0.0625
9817,16,0.0625
17047,16,0.0
12973,16,0.0
6437,16,0.0625
3743,16,0.0
5398,16,0.0
17772,16,0.0
17477,16,0.0
7264,16,0.0
5924,16,0.0
2611,16,0.0
17631,16,0.0
2997,16,0.0
14191,16,0.0
7301,16,0.0
15108,16,0.0
15029,16,0.0
3663,16,0.0
2117,16,0.0
8831,16,0.0
10377,16,0.0
14082,16,0.0
1778,16,0.0
16674,16,0.1875
6177,16,0.0
6094,16,0.0
15081,16,0.0
9014,16,0.0
13157,16,0.0
11200,16,0.0
3397,16,0.25
6281,16,0.0
11808,16,0.0
8688,16,0.0
3083,16,0.0625
11902,16,0.0625
16682,16,0.375
16375,16,0.0
10966,16,0.0
13921,16,0.0
14769,16,0.0
16699,16,0.0
3367,16,0.0
11992,16,0.0
3724,16,0.0
2687,16,0.0
17067,16,0.0
7484,16,0.0
8624,16,0.0
8628,16,0.0
2289,16,0.0
15762,16,0.0
14725,16,0.0
9124,16,0.0
11820,16,0.125
17854,16,0.0
7539,16,0.0
15491,16,0.0
16203,16,0.0
18150,16,0.0
14012,16,0.0
7892,16,0.0
3052,16,0.3125
3446,16,0.0
5902,16,0.0
18346,16,0.0
8284,16,0.0
12699,16,0.0
16934,16,0.0
5804,16,0.0
17898,16,0.0
9305,16,0.0625
12484,16,0.0
17393,16,0.0
14478,16,0.0
14959,16,0.0
2023,16,0.0
4140,16,0.0
6586,16,0.0
16799,16,0.0
16795,16,0.1875
8278,16,0.0
5554,16,0.0
1300,16,0.0
11698,16,0.0625
18183,16,0.0
13670,16,0.0
12145,16,0.0625
6978,16,0.0
1686,16,0.0
14580,16,0.0
10458,16,0.0
15880,16,0.0
10282,16,0.0
17736,16,0.125
13009,16,0.0
8213,16,0.0
10708,16,0.0
1257,16,0.0625
15530,16,0.0
10276,16,0.0
17384,16,0.0625
1639,16,0.0
12822,16,0.0
17167,16,0.0
6519,16,0.0
14271,16,0.0
6857,16,0.0
6862,16,0.0
6868,16,0.0
5670,16,0.0
17605,16,0.1875
12531,16,0.0
10303,16,0.0
14239,16,0.0
3699,16,0.0
13313,16,0.0
12110,16,0.0625
5643,16,0.0
4036,16,0.0
14397,16,0.0
4128,16,0.0
12945,16,0.0
10662,16,0.0
3773,16,0.0
6705,15,0.0
6841,15,0.0
9290,15,0.0
2848,15,0.0
5678,15,0.0
12711,15,0.0
2464,15,0.06666666666666667
13139,15,0.0
3124,15,0.0
12363,15,0.0
11640,15,0.0
11585,15,0.0
9343,15,0.0
9435,15,0.06666666666666667
1027,15,0.0
12926,15,0.0
5635,15,0.0
2872,15,0.0
6228,15,0.0
5686,15,0.0
2648,15,0.0
10236,15,0.13333333333333333
4011,15,0.0
17904,15,0.0
10222,15,0.0
2573,15,0.0
10038,15,0.0
7654,15,0.0
7590,15,0.0
7629,15,0.0
2541,15,0.0
14305,15,0.0
1135,15,0.0
17545,15,0.0
6428,15,0.2
16050,15,0.0
9451,15,0.0
16748,15,0.0
7323,15,0.0
3687,15,0.0
7152,15,0.0
3780,15,0.3333333333333333
2742,15,0.0
3004,15,0.0
16236,15,0.0
11352,15,0.13333333333333333
13233,15,0.0
14670,15,0.0
9876,15,0.0
5451,15,0.0
5679,15,0.0
14657,15,0.0
17250,15,0.0
16954,15,0.0
5887,15,0.0
12907,15,0.0
3520,15,0.0
12731,15,0.0
16228,15,0.0
7074,15,0.0
6304,15,0.0
7380,15,0.0
2198,15,0.0
18345,15,0.0
2805,15,0.0
11822,15,0.0
5415,15,0.0
7510,15,0.0
14893,15,0.0
14715,15,0.0
5552,15,0.0
7009,15,0.0
9142,15,0.06666666666666667
1066,15,0.0
11504,15,0.0
17137,15,0.0
12155,15,0.0
16991,15,0.0
9162,15,0.0
11291,15,0.0
5523,15,0.0
7043,15,0.0
5300,15,0.3333333333333333
10334,15,0.0
17270,15,0.0
15747,15,0.0
7393,15,0.0
6465,15,0.0
15191,15,0.0
13309,15,0.13333333333333333
13595,15,0.0
16389,15,0.0
12430,15,0.0
18011,15,0.0
18088,15,0.0
4944,15,0.0
8310,15,0.0
10996,15,0.0
13531,15,0.0
4462,15,0.0
8607,15,0.5333333333333333
7856,15,0.0
10756,15,0.0
18035,15,0.0
15457,15,0.0
17389,15,0.0
9017,15,0.2
12564,15,0.0
3461,15,0.0
8246,15,0.0
1617,15,0.0
13457,15,0.0
10958,15,0.0
3920,15,0.6
15899,15,0.0
4675,15,0.0
4002,15,0.0
2368,15,0.0
10480,15,0.0
13375,15,0.0
8020,15,0.0
4661,15,0.0
15806,15,0.0
8801,15,0.7333333333333333
13936,15,0.0
2031,15,0.0
17514,15,0.0
17813,15,0.0
8358,15,0.0
3939,15,0.6666666666666666
10399,15,0.0
18216,15,0.06666666666666667
3290,15,0.06666666666666667
5105,15,0.4
16148,15,0.0
9527,15,0.0
15215,15,0.26666666666666666
16645,15,0.2
10595,15,0.0
2177,15,0.0
13808,15,0.06666666666666667
10114,15,0.0
1589,14,0.0
7161,14,0.0
15381,14,0.0
13381,14,0.0
1308,14,0.0
2202,14,0.0
6353,14,0.0
14901,14,0.0
16117,14,0.0
3658,14,0.0
5344,14,0.0
10435,14,0.0
1903,14,0.0
1608,14,0.0
14685,14,0.0
14743,14,0.0
12895,14,0.0
7104,14,0.0
12980,14,0.0
9870,14,0.0
12590,14,0.0
1089,14,0.0
9703,14,0.0
15006,14,0.0
7283,14,0.0
2055,14,0.0
16757,14,0.2857142857142857
16764,14,0.0
17348,14,0.21428571428571427
8637,14,0.07142857142857142
9224,14,0.0
16272,14,0.0
15010,14,0.0
14209,14,0.0
11447,14,0.0
9839,14,0.0
4383,14,0.2857142857142857
15910,14,0.0
15411,14,0.0
13500,14,0.0
8829,14,0.0
5963,14,0.0
5433,14,0.0
7195,14,0.0
15595,14,0.0
12442,14,0.0
9234,14,0.0
3542,14,0.0
3957,14,0.0
4773,14,0.0
17129,14,0.0
13628,14,0.0
13311,14,0.0
12106,14,0.0
13321,14,0.0
14409,14,0.0
15428,14,0.0
4424,14,0.0
9546,14,0.0
6844,14,0.0
4168,14,0.0
17171,14,0.07142857142857142
3789,14,0.0
12077,14,0.0
17101,14,0.0
17680,14,0.0
6806,14,0.21428571428571427
13572,14,0.0
10450,14,0.0
16241,14,0.0
17978,14,0.0
11633,14,0.0
14572,14,0.0
12096,14,0.0
2825,14,0.0
4146,14,0.0
2816,14,0.0
15378,14,0.0
5832,14,0.35714285714285715
13656,14,0.0
1704,14,0.14285714285714285
12812,14,0.0
9253,14,0.0
6482,14,0.0
8174,14,0.0
15682,14,0.0
16063,14,0.0
11491,14,0.0
14992,14,0.0
10080,14,0.0
3715,14,0.07142857142857142
4125,14,0.0
8938,14,0.0
4253,14,0.0
15617,14,0.0
15137,14,0.0
17114,14,0.0
11518,14,0.0
10676,14,0.0
5584,14,0.0
6533,14,0.0
16950,14,0.0
18359,14,0.0
9901,14,0.0
10069,14,0.07142857142857142
2885,14,0.0
16508,14,0.0
11527,14,0.0
5619,14,0.0
17263,14,0.0
14553,14,0.0
7807,14,0.0
16679,14,0.14285714285714285
3189,14,0.0
1975,14,0.14285714285714285
10034,14,0.07142857142857142
14100,14,0.0
4301,14,0.07142857142857142
12420,14,0.0
13023,14,0.0
15947,14,0.0
1016,14,0.07142857142857142
14120,14,0.0
15566,14,0.07142857142857142
4531,14,0.0
1876,14,0.0
18193,14,0.0
5299,14,0.0
15041,14,0.0
11236,14,0.0
18101,14,0.0
13896,14,0.0
7488,14,0.0
15576,14,0.0
12398,14,0.0
4558,14,0.0
3180,14,0.0
15404,14,0.0
7819,14,0.0
3385,14,0.0
2415,14,0.14285714285714285
5191,14,0.0
14057,14,0.0
6086,14,0.0
2482,14,0.0
3187,14,0.0
5283,14,0.0
9428,14,0.0
14019,14,0.0
6203,14,0.0
17726,14,0.0
17318,14,0.0
7389,14,0.0
8816,14,0.0
9533,14,0.0
9509,14,0.07142857142857142
16378,14,0.0
16736,14,0.0
12614,14,0.0
5027,14,0.0
9424,14,0.0
3674,14,0.0
7533,14,0.0
7751,14,0.14285714285714285
8780,14,0.07142857142857142
3112,14,0.0
17481,14,0.0
9734,14,0.0
1476,14,0.0
7364,14,0.0
14754,13,0.0
7550,13,0.0
9973,13,0.0
1633,13,0.0
4866,13,0.07692307692307693
16629,13,0.0
5199,13,0.0
11723,13,0.0
11506,13,0.0
14362,13,0.0
8939,13,0.0
16955,13,0.0
14370,13,0.0
5550,13,0.0
18034,13,0.0
1986,13,0.0
5204,13,0.0
17383,13,0.0
1628,13,0.0
9543,13,0.0
17498,13,0.0
9982,13,0.0
9742,13,0.0
12055,13,0.0
9769,13,0.0
11904,13,0.0
12276,13,0.0
10078,13,0.0
15974,13,0.07692307692307693
6998,13,0.0
5056,13,0.23076923076923078
3260,13,0.3076923076923077
1427,13,0.0
4827,13,0.0
18209,13,0.0
17826,13,0.15384615384615385
1111,13,0.0
9623,13,0.0
5862,13,0.0
7012,13,0.0
11531,13,0.0
16024,13,0.0
4164,13,0.0
9465,13,0.0
3869,13,0.0
12639,13,0.0
2237,13,0.0
9339,13,0.0
6789,13,0.0
8382,13,0.07692307692307693
10461,13,0.0
11693,13,0.0
17562,13,0.46153846153846156
16889,13,0.07692307692307693
6786,13,0.0
3632,13,0.0
16917,13,0.0
2169,13,0.0
3874,13,0.0
12094,13,0.0
9941,13,0.07692307692307693
10225,13,0.15384615384615385
15975,13,0.0
3972,13,0.07692307692307693
13201,13,0.0
17143,13,0.0
1172,13,0.0
3407,13,0.0
8864,13,0.07692307692307693
7673,13,0.0
1784,13,0.07692307692307693
3652,13,0.0
8313,13,0.0
8296,13,0.0
5084,13,0.0
5194,13,0.23076923076923078
12920,13,0.0
5838,13,0.0
13174,13,0.0
8915,13,0.3076923076923077
2416,13,0.0
6222,13,0.0
8762,13,0.0
2862,13,0.0
15277,13,0.0
10389,13,0.0
15050,13,0.07692307692307693
15655,13,0.0
11168,13,0.0
16676,13,0.15384615384615385
2456,13,0.0
4421,13,0.0
14873,13,0.0
13602,13,0.0
13600,13,0.0
18136,13,0.0
3984,13,0.0
13205,13,0.0
14916,13,0.0
9417,13,0.07692307692307693
12951,13,0.0
5540,13,0.0
8494,13,0.0
2516,13,0.0
14719,13,0.0
2228,13,0.0
11400,13,0.0
8626,13,0.0
16281,13,0.07692307692307693
4482,13,0.0
4494,13,0.0
4576,13,0.0
1582,13,0.0
15500,13,0.0
5968,13,0.0
16774,13,0.0
12168,13,0.0
17032,13,0.0
16777,13,0.0
13301,13,0.0
18137,13,0.0
16431,13,0.0
15035,13,0.0
16988,13,0.23076923076923078
14234,13,0.0
10630,13,0.07692307692307693
1524,13,0.0
7486,13,0.0
13514,13,0.07692307692307693
2286,13,0.0
12602,13,0.0
17632,13,0.0
12177,13,0.0
13486,13,0.0
13290,13,0.0
5339,13,0.0
10907,13,0.0
14889,13,0.0
3890,13,0.0
9397,13,0.0
10251,13,0.0
7382,13,0.0
9498,13,0.0
18282,13,0.23076923076923078
1541,13,0.0
16734,13,0.0
7400,13,0.0
8007,13,0.0
7304,13,0.0
11846,13,0.0
3844,13,0.0
8803,13,0.0
10878,13,0.0
11848,13,0.23076923076923078
12599,13,0.07692307692307693
4586,13,0.0
3660,13,0.0
3638,13,0.0
10082,13,0.0
8101,13,0.0
14692,13,0.0
5251,13,0.0
3235,13,0.0
8153,13,0.0
15249,13,0.0
5525,13,0.0
16160,13,0.0
13865,13,0.07692307692307693
11481,13,0.0
17572,13,0.0
8172,13,0.0
17718,13,0.0
14284,13,0.0
1083,13,0.07692307692307693
1730,13,0.0
8949,13,0.0
4274,13,0.23076923076923078
11475,13,0.0
14776,13,0.0
16444,13,0.0
4665,13,0.0
15087,13,0.0
1610,13,0.07692307692307693
15765,13,0.0
7497,13,0.0
3324,13,0.0
17342,13,0.0
8122,13,0.0
13722,13,0.0
1603,13,0.0
9487,13,0.0
1101,13,0.0
6338,12,0.0
14560,12,0.0
16181,12,0.0
11726,12,0.0
6363,12,0.0
17475,12,0.0
6289,12,0.0
10492,12,0.0
4049,12,0.0
1696,12,0.0
2647,12,0.0
3300,12,0.0
1097,12,0.4166666666666667
14561,12,0.0
10127,12,0.0
10144,12,0.0
9591,12,0.0
15611,12,0.0
10270,12,0.0
9624,12,0.0
2724,12,0.08333333333333333
18106,12,0.0
8753,12,0.0
13354,12,0.0
17970,12,0.0
3790,12,0.0
8664,12,0.0
10254,12,0.0
6666,12,0.0
6609,12,0.0
17422,12,0.0
14886,12,0.0
1128,12,0.0
8698,12,0.0
14682,12,0.0
4635,12,0.0
13164,12,0.0
13013,12,0.0
5945,12,0.0
4130,12,0.0
1175,12,0.0
4641,12,0.0
11712,12,0.0
10555,12,0.0
6441,12,0.0
11884,12,0.0
4692,12,0.0
12071,12,0.0
15897,12,0.08333333333333333
12724,12,0.0
5849,12,0.0
16460,12,0.0
9989,12,0.0
17665,12,0.0
17924,12,0.0
17568,12,0.3333333333333333
6621,12,0.0
12518,12,0.0
4069,12,0.0
10150,12,0.0
3355,12,0.0
16443,12,0.0
6606,12,0.0
5983,12,0.0
2005,12,0.0
6594,12,0.0
4105,12,0.0
14913,12,0.0
4106,12,0.0
17070,12,0.16666666666666666
12074,12,0.0
1731,12,0.0
1064,12,0.3333333333333333
8662,12,0.0
15271,12,0.0
14550,12,0.0
8083,12,0.0
15000,12,0.0
4225,12,0.0
18234,12,0.08333333333333333
9248,12,0.0
8104,12,0.0
7202,12,0.08333333333333333
3915,12,0.0
8089,12,0.0
1329,12,0.0
2526,12,0.0
3841,12,0.0
11396,12,0.08333333333333333
1334,12,0.0
11382,12,0.0
13768,12,0.0
13774,12,0.0
4022,12,0.0
1358,12,0.0
17651,12,0.0
18026,12,0.0
10437,12,0.0
9488,12,0.0
1269,12,0.16666666666666666
11509,12,0.0
7000,12,0.0
15281,12,0.0
13682,12,0.0
12459,12,0.0
1286,12,0.0
4213,12,0.0
5505,12,0.0
13706,12,0.0
9489,12,0.0
7091,12,0.0
7093,12,0.0
7094,12,0.0
10839,12,0.0
15516,12,0.0
17216,12,0.0
14275,12,0.0
18281,12,0.25
1554,12,0.0
4377,12,0.0
17728,12,0.0
10955,12,0.0
15244,12,0.0
3882,12,0.0
12395,12,0.0
10964,12,0.0
10185,12,0.0
7592,12,0.0
5073,12,0.0
16145,12,0.0
11329,12,0.0
14031,12,0.08333333333333333
7797,12,0.0
9021,12,0.25
12320,12,0.08333333333333333
5151,12,0.0
15241,12,0.0
13992,12,0.0
11096,12,0.0
13058,12,0.0
3496,12,0.0
17855,12,0.0
7917,12,0.3333333333333333
10430,12,0.0
4251,12,0.0
7349,12,0.0
7990,12,0.0
8989,12,0.0
10368,12,0.08333333333333333
12422,12,0.75
3853,12,0.0
5290,12,0.0
12244,12,0.0
3186,12,0.0
11277,12,0.0
3999,12,0.0
11272,12,0.0
1410,12,0.0
17341,12,0.08333333333333333
16290,12,0.0
18159,12,0.16666666666666666
2367,12,0.0
18312,12,0.0
5609,12,0.0
12817,12,0.0
8345,12,0.16666666666666666
11597,12,0.0
2342,12,0.0
13329,12,0.0
6864,12,0.0
13603,12,0.0
14384,12,0.0
6897,12,0.0
1238,12,0.0
1919,12,0.3333333333333333
14376,12,0.0
9914,12,0.0
2876,12,0.0
10444,12,0.0
12499,12,0.0
2841,12,0.0
16882,12,0.5833333333333334
2179,12,0.0
4743,12,0.08333333333333333
4446,12,0.0
13562,12,0.0
9675,12,0.0
9946,12,0.0
6758,12,0.08333333333333333
6761,12,0.0
9337,12,0.16666666666666666
6771,12,0.0
8389,12,0.08333333333333333
8385,12,0.0
10727,12,0.0
3796,12,0.0
5706,12,0.0
15388,12,0.08333333333333333
6856,12,0.0
14351,12,0.08333333333333333
5585,12,0.0
2886,12,0.0
12942,12,0.0
4826,12,0.0
14355,11,0.0
8820,11,0.6363636363636364
8361,11,0.0
12769,11,0.0
16234,11,0.0
10180,11,0.0
8497,11,0.0
6498,11,0.0
6794,11,0.0
15623,11,0.0
12979,11,0.0
